id,name,county,state,countyFips,lat,lng,confidence,sourceDate,agencyType,address,city,subStation,jurisdictionId,jurisdictionName
agency-building-minneapolis-police-precinct-4-1925-plymouth-avenue-north,Minneapolis Police — Precinct 4,Hennepin County,MN,27053,44.9910818935489,-93.3055017111847,confirmed,,Police,1925 PLYMOUTH AVENUE NORTH,MINNEAPOLIS,Precinct 4,agency-jurisdiction-minneapolis-police,Minneapolis Police
agency-building-orono-police-2730-kelley-parkway,Orono Police,Hennepin County,MN,27053,44.9912360993358,-93.593222599699,confirmed,,Police,2730 KELLEY PARKWAY,ORONO,,agency-jurisdiction-orono-police,Orono Police
agency-building-three-rivers-park-district-police-4301-county-road-24,Three Rivers Park District Police,Hennepin County,MN,27053,45.0197887992314,-93.6278018245281,confirmed,,Police,4301 COUNTY ROAD 24,MAPLE PLAIN,,,
agency-building-hennepin-county-adult-detention-center-401-fourth-avenue-south,Hennepin County Adult Detention Center,Hennepin County,MN,27053,44.9768777000212,-93.2644159995325,confirmed,,Other,401 FOURTH AVENUE SOUTH,MINNEAPOLIS,,,
agency-building-metropolitan-transit-police-2425-minnehaha-avenue-south,Metropolitan Transit Police,Hennepin County,MN,27053,44.9583682995499,-93.2406517999198,confirmed,,Police,2425 MINNEHAHA AVENUE SOUTH,MINNEAPOLIS,,,
agency-building-minneapolis-park-police-2117-north-west-river-road,Minneapolis Park Police,Hennepin County,MN,27053,45.0008148000751,-93.2780132994233,confirmed,,Police,2117 NORTH WEST RIVER ROAD,MINNEAPOLIS,,,
agency-building-minneapolis-saint-paul-international-airport-police-4300-glumack-drive-lindbergh-terminal-suite-3255,Metropolitan Airports Commission Police,Hennepin County,MN,27053,44.8834066001887,-93.2114844000614,confirmed,,Police,"4300 GLUMACK DRIVE, LINDBERGH TERMINAL SUITE 3255",MSP INTL. AIRPORT,,agency-jurisdiction-metropolitan-airports-commission-police,Metropolitan Airports Commission Police
agency-building-minneapolis-saint-paul-international-airport-police-7150-humphrey-drive,Metropolitan Airports Commission Police,Hennepin County,MN,27053,44.8739721007355,-93.2282968997114,confirmed,,Police,7150 HUMPHREY DRIVE,MSP INTL. AIRPORT,,agency-jurisdiction-metropolitan-airports-commission-police,Metropolitan Airports Commission Police
agency-building-hennepin-county-sheriff-9401-83rd-avenue-north,Hennepin County Sheriff,Hennepin County,MN,27053,45.1044929010435,-93.3990468465374,confirmed,,Sheriff,9401 83rd Avenue North,Brooklyn Park,,agency-jurisdiction-hennepin-county-sheriff,Hennepin County Sheriff
agency-building-hennepin-county-sheriff-4141-shoreline-drive,Hennepin County Sheriff,Hennepin County,MN,27053,44.9348498825752,-93.6276317740921,confirmed,,Sheriff,4141 Shoreline Drive,Spring Park,,agency-jurisdiction-hennepin-county-sheriff,Hennepin County Sheriff
agency-building-emergency-communications-facility-1245-shenandoah-lane-north,Emergency Communications Facility,Hennepin County,MN,27053,44.9933732205867,-93.4778131348938,confirmed,,Other,1245 Shenandoah Lane North,Plymouth,,,
agency-building-hennepin-county-sheriff-531-park-avenue-south,Hennepin County Sheriff,Hennepin County,MN,27053,44.9739683203972,-93.2616273960084,confirmed,,Sheriff,531 Park Avenue South,Minneapolis,,agency-jurisdiction-hennepin-county-sheriff,Hennepin County Sheriff
agency-building-la-crescent-police-315-main-street,La Crescent Police,Houston County,MN,27055,43.8288932002089,-91.3047914005923,confirmed,,Police,315 MAIN STREET,LA CRESCENT,,,
agency-building-caledonia-police-304-east-main-street,Caledonia Police,Houston County,MN,27055,43.6343452001001,-91.4945336995328,confirmed,,Police,304 EAST MAIN STREET,CALEDONIA,,,
agency-building-spring-grove-police-118-1st-avenue-northwest,Spring Grove Police,Houston County,MN,27055,43.5614704544702,-91.6379228148284,confirmed,,Police,118 1ST AVENUE NORTHWEST,SPRING GROVE,,,
agency-building-hokah-police-211-main-street-suite-2,Hokah Police,Houston County,MN,27055,43.7572858933469,-91.3519385224719,confirmed,,Police,"211 MAIN STREET, SUITE 2",HOKAH,,,
agency-building-houston-county-sheriff-306-south-marshall-street,Houston County Sheriff,Houston County,MN,27055,43.6325593410848,-91.4953044145207,confirmed,,Sheriff,306 SOUTH MARSHALL STREET,CALEDONIA,,,
agency-building-houston-police-109-west-cedar-street,Houston Police,Houston County,MN,27055,43.7634721094193,-91.5696966691114,confirmed,,Police,109 WEST CEDAR STREET,HOUSTON,,,
agency-building-akeley-police-25-broadway-street,Akeley Police,Hubbard County,MN,27057,47.0037099755868,-94.7276911747891,confirmed,,Police,25 BROADWAY STREET,AKELEY,,,
agency-building-park-rapids-police-1425-fair-avenue,Park Rapids Police,Hubbard County,MN,27057,46.9082074997912,-95.0696846992717,confirmed,,Police,1425 FAIR AVENUE,PARK RAPIDS,,,
agency-building-hubbard-county-sheriff-301-court-avenue,Hubbard County Sheriff,Hubbard County,MN,27057,46.9197510005863,-95.0638930001236,confirmed,,Sheriff,301 COURT AVENUE,PARK RAPIDS,,,
agency-building-nevis-police-104-main-street-west,Nevis Police,Hubbard County,MN,27057,46.9647839775889,-94.8429549754817,confirmed,,Police,104 MAIN STREET WEST,NEVIS,,,
agency-building-sheriff-32185-500th-street,Sheriff,Hubbard County,MN,27057,47.3800816139857,-94.6997323725678,confirmed,,Sheriff,32185 500th Street,Cass Lake,,,
agency-building-cambridge-police-300-3rd-avenue-northeast,Cambridge Police,Isanti County,MN,27059,45.5750229002906,-93.2207441001611,confirmed,,Police,300 3RD AVENUE NORTHEAST,CAMBRIDGE,,agency-jurisdiction-cambridge-police,Cambridge Police
agency-building-braham-police-201-south-broadway-avenue,Braham Police,Isanti County,MN,27059,45.7237409998822,-93.1721950000755,confirmed,,Police,201 SOUTH BROADWAY AVENUE,BRAHAM,,agency-jurisdiction-braham-police,Braham Police
agency-building-isanti-police-401-1st-avenue-north,Isanti Police,Isanti County,MN,27059,45.4933868003043,-93.2479588006454,confirmed,,Police,401 1ST AVENUE NORTH,ISANTI,,agency-jurisdiction-isanti-police,Isanti Police
agency-building-isanti-county-sheriff-jail-and-dispatch-509-18th-avenue-southwest,Isanti County Sheriff — Jail and Dispatch,Isanti County,MN,27059,45.5561152999807,-93.2298296007576,confirmed,,Sheriff,509 18TH AVENUE SOUTHWEST,CAMBRIDGE,Jail and Dispatch,agency-jurisdiction-isanti-county-sheriff,Isanti County Sheriff
agency-building-isanti-county-sheriff-administrative-offices-2440-s-main-street,Isanti County Sheriff — Administrative Offices,Isanti County,MN,27059,45.5506589988537,-93.2309330319638,confirmed,,Sheriff,2440 S Main Street,Cambridge,Administrative Offices,agency-jurisdiction-isanti-county-sheriff,Isanti County Sheriff
agency-building-two-harbors-police-613-3rd-avenue-lake-county-law-enforcement-center,Two Harbors Police,Lake County,MN,27075,47.0221103141854,-91.6715324340724,confirmed,,Police,"613 3RD AVENUE, LAKE COUNTY LAW ENFORCEMENT CENTER",TWO HARBORS,,,
agency-building-silver-bay-police-7-davis-drive-city-hall,Silver Bay Police,Lake County,MN,27075,47.294783299928,-91.2697747995261,confirmed,,Police,"7 DAVIS DRIVE, CITY HALL",SILVER BAY,,,
agency-building-lake-county-sheriff-613-3rd-avenue-law-enforcement-center,Lake County Sheriff,Lake County,MN,27075,47.0221357090157,-91.6718563405127,confirmed,,Sheriff,"613 3RD AVENUE, LAW ENFORCEMENT CENTER",TWO HARBORS,,,
agency-building-mahnomen-county-sheriff-311-north-main-street,Mahnomen County Sheriff,Mahnomen County,MN,27087,47.3178033113563,-95.9696136091698,confirmed,,Sheriff,311 NORTH MAIN STREET,MAHNOMEN,,,
agency-building-waubun-police-mobile-unit,Waubun Police,Mahnomen County,MN,27087,47.1814203583786,-95.9442892272497,confirmed,,Police,MOBILE UNIT,WAUBUN,,,
agency-building-eden-valley-police-171-cossairt-avenue-west,Eden Valley Police,Meeker County,MN,27093,45.3250268961028,-94.5475826065849,confirmed,,Police,171 COSSAIRT AVENUE WEST,EDEN VALLEY,,,
agency-building-litchfield-police-326-north-ramsey-avenue,Litchfield Police,Meeker County,MN,27093,45.1295585842754,-94.5285763985532,confirmed,,Police,326 NORTH RAMSEY AVENUE,LITCHFIELD,,,
agency-building-meeker-county-jail-meeker-county-sheriff-326-north-ramsey-avenue,Meeker County Jail / Meeker County Sheriff,Meeker County,MN,27093,45.1295666825478,-94.5292955367691,confirmed,,Sheriff,326 NORTH RAMSEY AVENUE,LITCHFIELD,,,
agency-building-meeker-county-sheriff-111-central-ave-s,Meeker County Sheriff,Meeker County,MN,27093,45.3151954454117,-94.4091382686691,confirmed,,Sheriff,111 CENTRAL AVE S,WATKINS,,,
agency-building-fulda-police-305-east-front-street,Fulda Police,Murray County,MN,27101,43.8694237081861,-95.5970940548268,confirmed,,Police,305 EAST FRONT STREET,FULDA,,,
agency-building-slayton-police-2223-broadway-avenue,Slayton Police,Murray County,MN,27101,43.9909139260426,-95.7559727504978,confirmed,,Police,2223 BROADWAY AVENUE,SLAYTON,,,
agency-building-murray-county-sheriff-2558-29th-street,Murray County Sheriff,Murray County,MN,27101,43.98414245201,-95.7564240667915,confirmed,,Sheriff,2558 29th Street,SLAYTON,,,
agency-building-saint-peter-police-207-south-front-street,Saint Peter Police,Nicollet County,MN,27103,44.3236983998069,-93.9551504014963,confirmed,,Police,207 SOUTH FRONT STREET,SAINT PETER,,,
agency-building-north-mankato-police-1001-belgrade-avenue,North Mankato Police,Nicollet County,MN,27103,44.1681288999383,-94.0254231007716,confirmed,,Police,1001 BELGRADE AVENUE,NORTH MANKATO,,,
agency-building-nicollet-county-sheriff-501-south-minnesota-avenue,Nicollet County Sheriff,Nicollet County,MN,27103,44.3215589999646,-93.9580311997978,confirmed,,Sheriff,501 SOUTH MINNESOTA AVENUE,SAINT PETER,,,
agency-building-olmsted-county-sheriff-101-4th-street-southeast,Olmsted County Sheriff,Olmsted County,MN,27109,44.0198919822551,-92.4603480365716,confirmed,,Sheriff,101 4TH STREET SOUTHEAST,ROCHESTER,,,
agency-building-rochester-police-101-4th-street-southeast,Rochester Police,Olmsted County,MN,27109,44.0196395015094,-92.4607895495506,confirmed,,Police,101 4TH STREET SOUTHEAST,ROCHESTER,,,
agency-building-minnesota-state-patrol-2900-48th-street-northwest,Minnesota State Patrol,Olmsted County,MN,27109,44.0717793001019,-92.5061184004467,confirmed,,Other,2900 48TH STREET NORTHWEST,ROCHESTER,,,
agency-building-rochester-police-4001-w-river-parkway-nw,Rochester Police,Olmsted County,MN,27109,44.0642169835565,-92.4752590300389,confirmed,,Police,4001 W. River Parkway NW,Rochester,,,
agency-building-crookston-police-321-west-robert-street,Crookston Police,Polk County,MN,27119,47.7746368001135,-96.6098736004085,confirmed,,Police,321 WEST ROBERT STREET,CROOKSTON,,,
agency-building-polk-county-sheriff-600-bruce-street,Polk County Sheriff,Polk County,MN,27119,47.7708433238761,-96.6240586230739,confirmed,,Sheriff,600 BRUCE STREET,CROOKSTON,,,
agency-building-east-grand-forks-police-520-demers-avenue,East Grand Forks Police,Polk County,MN,27119,47.931169265252,-97.0225646805835,confirmed,,Police,520 DEMERS AVENUE,EAST GRAND FORKS,,,
agency-building-fosston-police-220-1st-street-east,Fosston Police,Polk County,MN,27119,47.5747582361977,-95.7494960059955,confirmed,,Police,220 1ST STREET EAST,FOSSTON,,,
agency-building-white-bear-lake-police-4701-north-united-states-highway-61,White Bear Lake Police,Ramsey County,MN,27123,45.0840161618673,-93.0121672603414,confirmed,,Police,4701 NORTH UNITED STATES HIGHWAY 61,WHITE BEAR LAKE,,agency-jurisdiction-white-bear-lake-police,White Bear Lake Police
agency-building-north-saint-paul-police-2400-margaret-street-north,North Saint Paul Police,Ramsey County,MN,27123,45.0138332998735,-92.9917341000405,confirmed,,Police,2400 MARGARET STREET NORTH,NORTH SAINT PAUL,,agency-jurisdiction-north-saint-paul-police,North Saint Paul Police
agency-building-mounds-view-police-2401-county-road-10,Mounds View Police,Ramsey County,MN,27123,45.1040245005268,-93.2047712001117,confirmed,,Police,2401 COUNTY ROAD 10,MOUNDS VIEW,,agency-jurisdiction-mounds-view-police,Mounds View Police
agency-building-roseville-police-2660-civic-center-drive,Roseville Police,Ramsey County,MN,27123,45.0210008998796,-93.1482652014301,confirmed,,Police,2660 CIVIC CENTER DRIVE,ROSEVILLE,,agency-jurisdiction-roseville-police,Roseville Police
agency-building-maplewood-police-1830-county-road-b-east,Maplewood Police,Ramsey County,MN,27123,45.0035905505292,-93.0212518356731,confirmed,,Police,1830 COUNTY ROAD B EAST,MAPLEWOOD,,agency-jurisdiction-maplewood-police,Maplewood Police
agency-building-ramsey-county-sheriff-425-grove-street-law-enforcement-center,Ramsey County Sheriff,Ramsey County,MN,27123,44.9569686408399,-93.085971386119,confirmed,,Sheriff,"425 GROVE STREET, LAW ENFORCEMENT CENTER",SAINT PAUL,,agency-jurisdiction-ramsey-county-sheriff,Ramsey County Sheriff
agency-building-new-brighton-department-of-public-safety-police-785-old-united-states-highway-8-northwest,New Brighton Police,Ramsey County,MN,27123,45.0622589001097,-93.1927311001215,confirmed,,Police,785 OLD UNITED STATES HIGHWAY 8 NORTHWEST,NEW BRIGHTON,,agency-jurisdiction-new-brighton-police,New Brighton Police
agency-building-minnesota-state-fair-police-1265-snelling-avenue-north-minnesota-state-fairgrounds,Minnesota State Fair Police,Ramsey County,MN,27123,44.9805092002089,-93.1759632000288,confirmed,,Police,"1265 SNELLING AVENUE NORTH, MINNESOTA STATE FAIRGROUNDS",SAINT PAUL,,agency-jurisdiction-minnesota-state-fair-police,Minnesota State Fair Police
agency-building-saint-paul-police-1212-prosperity-avenue,Saint Paul Police,Ramsey County,MN,27123,44.9770469586537,-93.0397959503227,confirmed,,Police,1212 PROSPERITY AVENUE,SAINT PAUL,,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-saint-paul-police-389-hamline-avenue,Saint Paul Police,Ramsey County,MN,27123,44.9533162998735,-93.157345999346,confirmed,,Police,389 HAMLINE AVENUE,SAINT PAUL,,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-saint-paul-police-skyway-substation-401-north-robert-street-suite-219,Saint Paul Police — Skyway Substation,Ramsey County,MN,27123,44.9482340399688,-93.0924510744005,confirmed,,Police,"401 NORTH ROBERT STREET, SUITE 219",SAINT PAUL,Skyway Substation,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-minnesota-department-of-corrections-fugitive-apprehension-unit-1450-energy-park-drive-suite-200,Minnesota Department Of Corrections - Fugitive Apprehension Unit,Ramsey County,MN,27123,44.9711763002747,-93.1620660999884,confirmed,,Other,"1450 ENERGY PARK DRIVE, SUITE 200",SAINT PAUL,,,
agency-building-saint-paul-police-2107-old-hudson-road-sun-ray-shopping-center,Saint Paul Police,Ramsey County,MN,27123,44.9526178365718,-93.0117682655232,confirmed,,Police,"2107 OLD HUDSON ROAD, SUN RAY SHOPPING CENTER",SAINT PAUL,,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-saint-paul-police-798-east-7th-street,Saint Paul Police,Ramsey County,MN,27123,44.9611339085033,-93.067157767901,confirmed,,Police,798 EAST 7TH STREET,SAINT PAUL,,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-saint-paul-police-west-side-substation-179-east-robie-street,Saint Paul Police — West Side Substation,Ramsey County,MN,27123,44.9310598000612,-93.0768570999076,confirmed,,Police,179 EAST ROBIE STREET,SAINT PAUL,West Side Substation,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-ramsey-county-juvenile-detention-center-community-corrections-department-25-west-7th-street,Ramsey County Juvenile Detention Center Community Corrections Department,Ramsey County,MN,27123,44.9481784996065,-93.097933499766,confirmed,,Other,25 WEST 7TH STREET,SAINT PAUL,,,
agency-building-saint-paul-police-722-payne-avenue,Saint Paul Police,Ramsey County,MN,27123,44.9632864994596,-93.0730045984548,confirmed,,Police,722 PAYNE AVENUE,SAINT PAUL,,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-minnesota-department-of-natural-resources-enforcement-division-500-lafayette-road-north,Minnesota Department Of Natural Resources - Enforcement Division,Ramsey County,MN,27123,44.9562832072176,-93.0841164656686,confirmed,,Other,500 LAFAYETTE ROAD NORTH,SAINT PAUL,,,
agency-building-minnesota-department-of-public-safety-1430-maryland-avenue-east,Minnesota Department Of Public Safety,Ramsey County,MN,27123,44.9769207003882,-93.0392307501089,confirmed,,Police,1430 MARYLAND AVENUE EAST,SAINT PAUL,,,
agency-building-saint-paul-police-saint-paul-police-dept-sibley-substation-2431-7th-st-w,Saint Paul Police — Saint Paul Police Dept. - Sibley Substation,Ramsey County,MN,27123,44.9029405354491,-93.1694648339759,confirmed,,Police,2431 7th St W,Saint Paul,Saint Paul Police Dept. - Sibley Substation,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-saint-paul-police-saint-paul-police-dept-city-wide-services-1820-edgcumbe-road,Saint Paul Police — Saint Paul Police Dept. - City Wide Services,Ramsey County,MN,27123,44.9114567898836,-93.1557104654543,confirmed,,Police,1820 Edgcumbe Road,Saint Paul,Saint Paul Police Dept. - City Wide Services,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-saint-paul-police-saint-paul-police-dept-acop-1541-timberlake-rd-unit-g,Saint Paul Police — Saint Paul Police Dept. - Acop,Ramsey County,MN,27123,44.9877375586214,-93.0925745702942,confirmed,,Police,"1541 Timberlake Rd, Unit G",Saint Paul,Saint Paul Police Dept. - Acop,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-saint-paul-police-saint-paul-police-dept-canine-headquarters-1900-rice-st-n,Saint Paul Police — Saint Paul Police Dept. - Canine Headquarters,Ramsey County,MN,27123,44.9963356117177,-93.1025839522278,confirmed,,Police,1900 Rice St N,Saint Paul,Saint Paul Police Dept. - Canine Headquarters,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-ramsey-county-sheriff-ramsey-county-sheriff-water-patrol-5-south-owasso-blvd-w,Ramsey County Sheriff — Ramsey County Sheriff - Water Patrol,Ramsey County,MN,27123,45.0320682516737,-93.1018067064878,confirmed,,Sheriff,5 South Owasso Blvd W,Little Canada,Ramsey County Sheriff - Water Patrol,agency-jurisdiction-ramsey-county-sheriff,Ramsey County Sheriff
agency-building-ramsey-county-sheriff-ramsey-county-sheriff-sheriff-patrol-office-1411-paul-kirkwold-drive,Ramsey County Sheriff — Ramsey County Sheriff - Sheriff Patrol Office,Ramsey County,MN,27123,45.080105471016,-93.1601252502912,confirmed,,Sheriff,1411 Paul Kirkwold Drive,Arden Hills,Ramsey County Sheriff - Sheriff Patrol Office,agency-jurisdiction-ramsey-county-sheriff,Ramsey County Sheriff
agency-building-saint-paul-police-headquarters-367-grove-street,Saint Paul Police — Headquarters,Ramsey County,MN,27123,44.9560986319878,-93.0872840493279,confirmed,,Police,367 GROVE STREET,SAINT PAUL,Headquarters,agency-jurisdiction-saint-paul-police,Saint Paul Police
agency-building-minnesota-alcohol-and-gambling-enforcement-division-445-minnesota-street-suite-1600,Minnesota Alcohol And Gambling Enforcement Division,Ramsey County,MN,27123,44.9481649905709,-93.0942769972335,confirmed,,Other,"445 Minnesota Street, Suite 1600",SAINT PAUL,,,
agency-building-minnesota-state-patrol-445-minnesota-street-suite-130,Minnesota State Patrol,Ramsey County,MN,27123,44.9481649905709,-93.0942769972335,confirmed,,Other,"445 Minnesota Street, Suite 130",SAINT PAUL,,,
agency-building-east-range-police-hoyt-lakes-station-801-dorchester-dr,East Range Police — Hoyt Lakes Station,St. Louis County,MN,27137,47.5203020161895,-92.1394580284926,confirmed,,Police,801 Dorchester Dr,HOYT LAKES,Hoyt Lakes Station,,
agency-building-east-range-police-aurora-station-16-w-2nd-ave-n,East Range Police — Aurora Station,St. Louis County,MN,27137,47.5291839834464,-92.2379700340889,confirmed,,Police,16 W 2nd Ave N,Aurora,Aurora Station,,
agency-building-saint-louis-county-sheriff-100-n-5th-ave-w,Saint Louis County Sheriff,St. Louis County,MN,27137,46.7836118659575,-92.1065262851485,confirmed,,Sheriff,100 N 5th Ave W,Duluth,,,
agency-building-university-of-minnesota-duluth-campus-police-1049-university-drive-darland-administration-building,University Of Minnesota - Duluth Campus Police,St. Louis County,MN,27137,46.8171469292485,-92.0844482394937,confirmed,,Police,"1049 University Drive, Darland Administration Building",Duluth,,,
agency-building-hibbing-police-1810-12th-ave-e-court-house,Hibbing Police,St. Louis County,MN,27137,47.4285342121175,-92.9264416229711,confirmed,,Police,"1810 12th Ave E, Court House",Hibbing,,,
agency-building-breitung-police-41-1st-ave,Breitung Police,St. Louis County,MN,27137,47.8178062374716,-92.2365522841614,confirmed,,Police,41 1st Ave,Soudan,,,
agency-building-babbitt-police-71-south-dr,Babbitt Police,St. Louis County,MN,27137,47.7076724996785,-91.9394818999516,confirmed,,Police,71 South Dr,Babbitt,,,
agency-building-duluth-township-police-6092-homestead-rd,Duluth Township Police,St. Louis County,MN,27137,46.9523069004117,-91.846688900034,confirmed,,Police,6092 Homestead Rd,Duluth,,,
agency-building-gilbert-police-16-broadway-st-s,Gilbert Police,St. Louis County,MN,27137,47.4870752535728,-92.4671211900834,confirmed,,Police,16 Broadway St S,Gilbert,,,
agency-building-eveleth-police-415-pierce-st,Eveleth Police,St. Louis County,MN,27137,47.4625980639617,-92.5390586912607,confirmed,,Police,415 Pierce St,Eveleth,,,
agency-building-ely-police-209-e-chapman-st,Ely Police,St. Louis County,MN,27137,47.9025970157342,-91.8635619856601,confirmed,,Police,209 E Chapman St,Ely,,,
agency-building-duluth-police-2030-n-arlington-ave,Duluth Police,St. Louis County,MN,27137,46.8178539080877,-92.1291600223498,confirmed,,Police,2030 N Arlington Ave,Duluth,,,
agency-building-hermantown-police-5111-maple-grove-rd,Hermantown Police,St. Louis County,MN,27137,46.8088637004705,-92.2201597001943,confirmed,,Police,5111 Maple Grove Rd,Hermantown,,,
agency-building-proctor-police-100-pionk-dr-ste-101,Proctor Police,St. Louis County,MN,27137,46.7426753002559,-92.2261896002165,confirmed,,Police,"100 Pionk Dr, Ste 101",Proctor,,,
agency-building-minnesota-state-patrol-101-n-hoover-rd-ste-100,Minnesota State Patrol,St. Louis County,MN,27137,47.5237075718541,-92.5611055249509,confirmed,,Other,"101 N Hoover Rd, Ste 100",Virginia,,,
agency-building-saint-louis-county-sheriff-209-e-chapman-st,Saint Louis County Sheriff,St. Louis County,MN,27137,47.902592399685,-91.8635424994049,confirmed,,Sheriff,209 E Chapman St,Ely,,,
agency-building-minnesota-state-patrol-1131-mesaba-ave,Minnesota State Patrol,St. Louis County,MN,27137,46.7975390128156,-92.1077000032375,confirmed,,Other,1131 Mesaba Ave,Duluth,,,
agency-building-gilbert-police-105-3rd-ave-n,Gilbert Police,St. Louis County,MN,27137,47.5335670062544,-92.3447310048345,confirmed,,Police,105 3rd Ave N,Biwabik,,,
agency-building-floodwood-police-111-w-8th-ave,Floodwood Police,St. Louis County,MN,27137,46.9263757865079,-92.9151945215778,confirmed,,Police,111 W 8th Ave,Floodwood,,,
agency-building-bois-forte-police-12907-palmquist-rd,Bois Forte Police,St. Louis County,MN,27137,48.0594849951658,-93.0677949608984,confirmed,,Police,12907 Palmquist Rd,Nett Lake,,,
agency-building-saint-louis-county-sheriff-1810-12th-ave-e,Saint Louis County Sheriff,St. Louis County,MN,27137,47.4285686885924,-92.926398707755,confirmed,,Sheriff,1810 12th Ave E,Hibbing,,,
agency-building-saint-louis-county-sheriff-8586-enterprise-dr-s,Saint Louis County Sheriff,St. Louis County,MN,27137,47.5185090015123,-92.5897369683513,confirmed,,Sheriff,8586 Enterprise Dr S,Mountain Iron,,,
agency-building-saint-louis-county-sheriff-300-s-5th-ave,Saint Louis County Sheriff,St. Louis County,MN,27137,47.5208690099177,-92.5377499743508,confirmed,,Sheriff,300 S 5th Ave,Virginia,,,
agency-building-traverse-county-sheriff-19-3rd-street-south,Traverse County Sheriff,Traverse County,MN,27155,45.594502793344,-96.8328410162952,confirmed,,Sheriff,19 3RD STREET SOUTH,BROWNS VALLEY,,,
agency-building-wheaton-police-203-7th-street-north-traverse-county-law-enforcement-center,Wheaton Police,Traverse County,MN,27155,45.8065523997607,-96.4933544993278,confirmed,,Police,"203 7TH STREET NORTH, TRAVERSE COUNTY LAW ENFORCEMENT CENTER",WHEATON,,,
agency-building-traverse-county-sheriff-203-7th-street-north-traverse-county-law-enforcement-center,Traverse County Sheriff,Traverse County,MN,27155,45.8067983031108,-96.4929579326557,confirmed,,Sheriff,"203 7TH STREET NORTH, TRAVERSE COUNTY LAW ENFORCEMENT CENTER",WHEATON,,,
agency-building-wabasha-police-848-17th-street-e,Wabasha Police,Wabasha County,MN,27157,44.3676370899202,-92.0236001925639,confirmed,,Police,848 17th Street E,Wabasha,,,
agency-building-wabasha-county-sheriff-848-17th-street-e,Wabasha County Sheriff,Wabasha County,MN,27157,44.3675824727717,-92.0235879251703,confirmed,,Sheriff,848 17th Street E,Wabasha,,,
agency-building-plainview-police-241-west-broadway,Plainview Police,Wabasha County,MN,27157,44.1647365174897,-92.1694341573468,confirmed,,Police,241 WEST BROADWAY,PLAINVIEW,,,
agency-building-lake-city-police-601-n-10th-street,Lake City Police,Wabasha County,MN,27157,44.4445650465806,-92.2826041171645,confirmed,,Police,601 N 10th Street,LAKE CITY,,,
agency-building-canby-police-110-oscar-avenue-north,Canby Police,Yellow Medicine County,MN,27173,44.7085831995459,-96.2746454994347,confirmed,,Police,110 OSCAR AVENUE NORTH,CANBY,,,
agency-building-yellow-medicine-county-sheriff-415-9th-ave-suite-103,Yellow Medicine County Sheriff,Yellow Medicine County,MN,27173,44.8092714375097,-95.545057822369,confirmed,,Sheriff,415 9th Ave Suite 103,GRANITE FALLS,,,
agency-building-granite-falls-police-415-9th-ave-suite-102,Granite Falls Police,Yellow Medicine County,MN,27173,44.8092734973143,-95.5450746361362,confirmed,,Police,415 9th Ave Suite 102,GRANITE FALLS,,,
agency-building-upper-sioux-police-5722-travers-lane,Upper Sioux Police,Yellow Medicine County,MN,27173,44.747058912925,-95.4952693032112,confirmed,,Police,5722 Travers Lane,Granite Falls,,,
agency-building-benson-police-2110-hall-ave,Benson Police,Swift County,MN,27151,45.3087379340092,-95.6154299559398,confirmed,,Police,2110 Hall Ave,BENSON,,,
agency-building-lake-park-police-406-lake-street,Lake Park Police,Becker County,MN,27005,46.8864587797514,-96.0960859179975,confirmed,,Police,406 LAKE STREET,LAKE PARK,,,
agency-building-mower-county-jail-201-2nd-ave-ne,Mower County Jail,Mower County,MN,27099,43.6691239912385,-92.9729870022149,confirmed,,Other,201 2nd Ave NE,Austin,,,
agency-building-winnebago-police-140-main-street-south,Winnebago Police,Faribault County,MN,27043,43.7657869011553,-94.1652411999089,confirmed,,Police,140 MAIN STREET SOUTH,WINNEBAGO,,,
agency-building-blue-earth-police-120-south-walnut-street,Blue Earth Police,Faribault County,MN,27043,43.6380142911745,-94.0927625536044,confirmed,,Police,120 SOUTH WALNUT STREET,BLUE EARTH,,,
agency-building-chatfield-police-21-2nd-street-southeast,Chatfield Police,Fillmore County,MN,27045,43.8463642999985,-92.1885172999969,confirmed,,Police,21 2ND STREET SOUTHEAST,CHATFIELD,,,
agency-building-wells-police-125-south-broadway,Wells Police,Faribault County,MN,27043,43.7435412004055,-93.725141698457,confirmed,,Police,125 SOUTH BROADWAY,WELLS,,,
agency-building-minnesota-lake-police-101-main-street-north,Minnesota Lake Police,Faribault County,MN,27043,43.8411038037668,-93.8328275264597,confirmed,,Police,101 MAIN STREET NORTH,MINNESOTA LAKE,,,
agency-building-grand-meadow-police-112-grand-avenue-east,Grand Meadow Police,Mower County,MN,27099,43.7055845099985,-92.5718692799969,confirmed,,Police,112 GRAND AVENUE EAST,GRAND MEADOW,,,
